1.123;6.536
3.387;6.523
5.651;6.509
7.915;6.493
10.106;6.475
13.247;6.454
15.511;6.436
17.775;6.418
20.039;6.397
22.303;6.368
24.567;6.303
26.754;6.061
27.927;5.546
28.694;5.047
29.315;4.505
29.873;3.992
30.264;3.519
30.751;2.935
31.277;2.178
31.867;1.286
31.469;1.878
32.256;0.643
32.531;0.124
