1.123;8.179
3.387;8.163
5.651;8.145
7.915;8.127
9.887;8.113
15.219;8.068
17.483;8.038
19.747;8.012
22.011;7.978
24.129;7.917
26.754;7.622
27.963;7.086
28.694;6.606
29.242;6.109
29.716;5.627
30.249;5.018
30.666;4.342
30.979;3.866
31.393;3.19
31.623;2.742
32.122;1.72
31.798;2.34
32.6;0.736
32.892;0.142
