1.05;4.899
3.314;4.882
5.578;4.878
7.842;4.864
10.106;4.858
12.37;4.846
14.634;4.833
16.898;4.819
19.163;4.804
21.427;4.788
23.691;4.746
26.096;4.581
27.671;4.171
28.527;3.704
29.315;3.195
30.018;2.701
30.41;2.249
30.974;1.72
31.538;1.012
32;0.284
