0.907;8.293
2.901;8.272
4.895;8.25
6.889;8.23
8.883;8.216
10.877;8.185
12.871;8.174
14.865;8.151
16.859;8.12
18.853;8.086
20.847;8.035
22.841;7.848
24.192;7.392
25.016;6.893
25.607;6.401
26.186;5.874
26.755;5.232
27.183;4.728
27.569;4.195
27.89;3.731
28.212;3.214
28.534;2.689
28.791;2.185
29.048;1.663
29.305;1.064
29.514;0.51
29.627;0.154
