1.1;8.339
3.094;8.318
5.088;8.289
7.071;8.265
9.076;8.251
11.07;8.231
13.064;8.201
15.058;8.157
17.052;8.112
19.046;7.969
20.632;7.467
21.49;7.006
22.133;6.519
22.712;6.026
23.056;5.679
23.613;5.073
24.063;4.503
24.481;3.966
24.803;3.486
25.124;2.934
25.478;2.368
25.768;1.847
26.057;1.3
26.263;0.817
26.54;0.286
